,mindex,n,predictors,rsquare,adjr,adjrRound,predrsq,cp,cpd,aic,sbic,sbc,msep,fpe,apc,hsp
7425,7917,7,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA,0.712409305,0.687245119,0.69,0.58045129,136.3211976,129,-536.3912133,-796.0327881,-514.0951819,0.000130222,0.000129031,0.345108834,1.50E-06
7900,7918,7,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM,0.712367019,0.687199133,0.69,0.609695437,136.3518282,129,-536.3782751,-796.020987,-514.0822438,0.000130241,0.00012905,0.345159578,1.50E-06
6728,7919,7,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.712317409,0.687145182,0.69,0.373765914,136.3877641,129,-536.3630985,-796.007144,-514.0670671,0.000130264,0.000129073,0.34521911,1.50E-06
7868,7920,7,Q1 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_USSLIND,0.712224331,0.68704396,0.69,0.64965408,136.4551863,129,-536.3346314,-795.981178,-514.0386,0.000130306,0.000129114,0.345330803,1.50E-06
6505,7921,7,Q1 Q3 xYield_CASTHPI xYield_MSPNHSUS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.712217583,0.687036621,0.69,0.639671132,136.4600747,129,-536.3325677,-795.9792956,-514.0365364,0.000130309,0.000129117,0.345338901,1.50E-06
7856,7922,7,Q1 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.712210362,0.687028769,0.69,0.569212737,136.4653049,129,-536.3303599,-795.9772817,-514.0343285,0.000130312,0.000129121,0.345347565,1.50E-06
7339,11871,8,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_USSLIND,0.714920158,0.686051313,0.69,0.549019346,136.5024187,129,-535.1628838,-795.8840721,-510.3895156,0.000132395,0.000130873,0.350034743,1.52E-06
7296,11872,8,Q1 Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_USSLIND,0.71481167,0.685931839,0.69,0.576155847,136.5810033,129,-535.1294017,-795.8538801,-510.3560335,0.000132446,0.000130923,0.350167949,1.52E-06
7872,11873,8,Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.714785519,0.685903039,0.69,0.434969648,136.5999467,129,-535.1213325,-795.8466037,-510.3479643,0.000132458,0.000130935,0.350200059,1.52E-06
7408,11874,8,Q3 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.714775881,0.685892426,0.69,0.443716637,136.6069279,129,-535.1183589,-795.8439222,-510.3449908,0.000132462,0.000130939,0.350211893,1.52E-06
7115,11875,8,Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.714700223,0.685809107,0.69,0.496334763,136.6617319,129,-535.0950194,-795.8228752,-510.3216512,0.000132497,0.000130974,0.350304789,1.52E-06
8462,11876,8,Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_USSLIND,0.714659045,0.685763758,0.69,0.339379688,136.6915604,129,-535.0823188,-795.8114219,-510.3089507,0.000132516,0.000130993,0.35035535,1.52E-06
7421,11877,8,Q1 Q4 xYield_CASTHPI xYield_MVLOAS xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.714646534,0.685749981,0.69,0.482791388,136.7006225,129,-535.0784607,-795.8079426,-510.3050925,0.000132522,0.000130999,0.350370711,1.52E-06
6734,11878,8,Q4 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.714606772,0.685706192,0.69,0.560295576,136.7294251,129,-535.0661992,-795.7968851,-510.2928311,0.000132541,0.000131017,0.350419534,1.52E-06
7263,11879,8,Q1 Q3 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.714600656,0.685699457,0.69,0.626239593,136.7338551,129,-535.0643135,-795.7951845,-510.2909453,0.000132544,0.00013102,0.350427043,1.52E-06
6928,11880,8,Q1 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.714559064,0.685653653,0.69,0.343709821,136.7639831,129,-535.0514899,-795.7836199,-510.2781218,0.000132563,0.000131039,0.350478111,1.52E-06
7185,11881,8,Q1 Q3 xYield_CASTHPI xYield_GS10 xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.714477494,0.685563823,0.69,0.483286728,136.8230695,129,-535.026346,-795.7609439,-510.2529778,0.000132601,0.000131076,0.350578267,1.52E-06
6996,11882,8,Q1 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.714459369,0.685543862,0.69,0.535891115,136.836199,129,-535.0207597,-795.7559059,-510.2473916,0.000132609,0.000131085,0.350600522,1.52E-06
7770,11883,8,Q1 Q3 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_UMCSENT xYield_USSLIND,0.714372412,0.685448099,0.69,0.492072594,136.8991878,129,-534.9939647,-795.7317401,-510.2205966,0.00013265,0.000131124,0.350707292,1.53E-06
8749,11884,8,Q1 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_USSLIND,0.714348574,0.685421847,0.69,0.517137867,136.9164552,129,-534.9866208,-795.7251167,-510.2132526,0.000132661,0.000131135,0.350736561,1.53E-06
6705,11885,8,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_USSLIND,0.714281422,0.685347895,0.69,0.497857899,136.9650975,129,-534.965936,-795.7064609,-510.1925679,0.000132692,0.000131166,0.350819013,1.53E-06
6727,11886,8,Q4 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.714279033,0.685345265,0.69,0.640708556,136.9668278,129,-534.9652003,-795.7057973,-510.1918321,0.000132693,0.000131167,0.350821946,1.53E-06
7397,11887,8,Q1 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_SDXRSA xYield_UMCSENT,0.714177244,0.685233168,0.69,0.571334902,137.0405607,129,-534.9338555,-795.6775263,-510.1604873,0.00013274,0.000131214,0.350946928,1.53E-06
6954,11888,8,Q1 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_USSLIND,0.714174127,0.685229734,0.69,0.551522756,137.0428188,129,-534.9328957,-795.6766606,-510.1595275,0.000132742,0.000131215,0.350950756,1.53E-06
7943,11889,8,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_UMCSENT,0.714027484,0.685068242,0.69,0.586929639,137.1490419,129,-534.887759,-795.6359484,-510.1143908,0.00013281,0.000131283,0.351130811,1.53E-06
7850,11890,8,Q1 Q3 xYield_CASTHPI xYield_MSPNHSUS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.713833887,0.68485504,0.68,0.524808506,137.2892775,129,-534.828205,-795.5822289,-510.0548368,0.0001329,0.000131372,0.351368519,1.53E-06
8565,11891,8,Q1 Q3 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.713799128,0.684816761,0.68,0.549655005,137.3144557,129,-534.8175167,-795.5725874,-510.0441486,0.000132916,0.000131388,0.351411198,1.53E-06
7931,11892,8,Q1 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA,0.713655274,0.68465834,0.68,0.583928691,137.4186584,129,-534.7732963,-795.5326965,-509.9999282,0.000132983,0.000131454,0.351587828,1.53E-06
6897,11893,8,Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.713550845,0.684543336,0.68,0.637632843,137.4943035,129,-534.7412088,-795.5037492,-509.9678406,0.000133031,0.000131502,0.351716051,1.53E-06
7703,14609,9,Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.715898291,0.683117325,0.68,0.555457665,137.793891,129,-533.4653385,-795.3015296,-506.2146336,0.000135368,0.000133458,0.356948301,1.56E-06
7039,14610,9,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_USSLIND,0.715890436,0.683108563,0.68,0.545168147,137.7995813,129,-533.4629053,-795.29936,-506.2122004,0.000135372,0.000133462,0.356958171,1.56E-06
6612,14611,9,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_UMCSENT,0.715631518,0.68281977,0.68,0.576669591,137.9871325,129,-533.3827449,-795.2278778,-506.1320399,0.000135495,0.000133583,0.357283477,1.56E-06
7389,14612,9,Q1 Q3 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.715630696,0.682818853,0.68,0.45683617,137.9877282,129,-533.3824904,-795.2276509,-506.1317854,0.000135495,0.000133584,0.35728451,1.56E-06
6970,14613,9,Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.715399294,0.682560751,0.68,0.469369838,138.1553482,129,-533.3109106,-795.1638143,-506.0602056,0.000135606,0.000133692,0.357575246,1.56E-06
7674,15868,10,Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.716398235,0.679566837,0.68,0.338679484,139.431748,129,-531.6203318,-794.5829896,-501.89229,0.000138686,0.00013633,0.36463084,1.59E-06
8402,16276,11,xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.718588705,0.677858123,0.68,0.210108011,139.8450442,129,-530.3026604,-794.3209598,-498.0972818,0.000141284,0.000138442,0.37027802,1.62E-06
7789,107,3,Q3 Q4 xYield_CASTHPI,0.705864234,0.695359385,0.7,0.676834461,133.0622306,130,-542.4109336,-797.5289961,-530.0242496,0.000120731,0.000120447,0.322148696,1.39E-06
6718,495,4,Q3 Q4 xYield_CASTHPI xYield_USSLIND,0.707319758,0.693214686,0.69,0.607603542,134.0078972,130,-540.8474806,-797.1141391,-525.9834597,0.000123063,0.000122613,0.327942922,1.41E-06
8143,1639,5,Q1 Q3 xYield_CASTHPI xYield_NYXRSA xYield_SDXRSA,0.709018053,0.691275252,0.69,0.65921816,134.7777081,130,-539.3595933,-796.7613668,-522.0182356,0.00012537,0.000124715,0.333564671,1.44E-06
6966,1640,5,Q1 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_SDXRSA,0.708336278,0.690551904,0.69,0.658370967,135.2715639,130,-539.153649,-796.5694094,-521.8122913,0.000125664,0.000125007,0.334346218,1.44E-06
6879,4114,6,Q1 Q3 xYield_CASTHPI xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.710451484,0.689003446,0.69,0.642593468,135.7393782,130,-537.7941688,-796.3271959,-517.9754743,0.000127871,0.000126969,0.339593939,1.47E-06
8426,4115,6,Q1 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_UMCSENT,0.710305803,0.688846973,0.69,0.637407817,135.8449051,130,-537.7499042,-796.2863752,-517.9312097,0.000127936,0.000127033,0.339764799,1.47E-06
7961,4116,6,Q1 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_TB3MS,0.710302665,0.688843603,0.69,0.584241247,135.847178,130,-537.7489511,-796.2854962,-517.9302565,0.000127937,0.000127035,0.33976848,1.47E-06
7357,4117,6,Q1 Q3 xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA,0.710117651,0.688644884,0.69,0.646988599,135.981196,130,-537.6927682,-796.2336821,-517.8740737,0.000128019,0.000127116,0.339985471,1.47E-06
7420,4118,6,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_UMCSENT,0.710092132,0.688617475,0.69,0.513454862,135.9996808,130,-537.6850218,-796.2265379,-517.8663273,0.00012803,0.000127127,0.340015401,1.47E-06
7767,4119,6,Q3 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.710087494,0.688612494,0.69,0.633782841,136.0030402,130,-537.6836141,-796.2252396,-517.8649196,0.000128032,0.000127129,0.34002084,1.47E-06
8135,4120,6,Q1 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_USSLIND,0.710083483,0.688608186,0.69,0.610853364,136.0059458,130,-537.6823965,-796.2241167,-517.863702,0.000128034,0.000127131,0.340025544,1.47E-06
7184,4121,6,Q3 Q4 xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_USSLIND,0.709991127,0.688508989,0.69,0.576041466,136.0728453,130,-537.6543677,-796.1982663,-517.8356732,0.000128075,0.000127171,0.340133863,1.47E-06
7799,4122,6,Q1 Q4 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS,0.70984554,0.688352617,0.69,0.661329619,136.1783042,130,-537.6102018,-796.1575317,-517.7915073,0.000128139,0.000127235,0.340304614,1.47E-06
7429,4123,6,Q1 Q3 xYield_CASTHPI xYield_MSPNHSUS xYield_SDXRSA xYield_TB3MS,0.709817493,0.688322492,0.69,0.648835658,136.1986205,130,-537.601696,-796.1496865,-517.7830015,0.000128151,0.000127247,0.340337508,1.47E-06
6678,4124,6,Q1 xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.709784095,0.688286621,0.69,0.573542813,136.2228127,130,-537.5915684,-796.1403454,-517.7728739,0.000128166,0.000127262,0.340376679,1.47E-06
7005,4125,6,Q3 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.709773377,0.688275109,0.69,0.647642883,136.2305762,130,-537.5883187,-796.1373481,-517.7696241,0.000128171,0.000127267,0.340389249,1.47E-06
6807,4126,6,Q1 Q3 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM,0.709646423,0.68813875,0.69,0.650197468,136.3225381,130,-537.5498329,-796.1018504,-517.7311384,0.000128227,0.000127322,0.340538146,1.47E-06
6614,4127,6,Q1 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.709622825,0.688113405,0.69,0.638609248,136.3396314,130,-537.5426813,-796.0952539,-517.7239868,0.000128237,0.000127333,0.340565822,1.47E-06
8495,7923,7,Q1 Q3 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_UMCSENT,0.71210541,0.686914633,0.69,0.633984018,136.5413289,130,-536.2982735,-795.9480133,-514.0022422,0.00013036,0.000129168,0.345473508,1.50E-06
7619,7924,7,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_USSLIND,0.712043485,0.68684729,0.69,0.546839604,136.5861853,130,-536.2793471,-795.9307487,-513.9833158,0.000130388,0.000129195,0.345547818,1.50E-06
7798,7925,7,Q3 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.711845831,0.686632342,0.69,0.63147699,136.7293591,130,-536.2189645,-795.8756656,-513.9229332,0.000130477,0.000129284,0.345785002,1.50E-06
7268,7926,7,Q1 Q4 xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_UMCSENT,0.711746168,0.686523958,0.69,0.554631397,136.8015516,130,-536.1885335,-795.8479042,-513.8925022,0.000130523,0.000129329,0.345904598,1.50E-06
8186,7927,7,Q3 xYield_CASTHPI xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.711702665,0.686476648,0.69,0.626017022,136.8330641,130,-536.1752535,-795.8357888,-513.8792221,0.000130542,0.000129348,0.345956802,1.50E-06
7665,7928,7,Q1 xYield_CASTHPI xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.711659761,0.68642999,0.69,0.503307237,136.8641424,130,-536.1621584,-795.8238421,-513.8661271,0.000130562,0.000129368,0.346008287,1.50E-06
6671,7929,7,Q3 xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.711646808,0.686415904,0.69,0.349772636,136.8735247,130,-536.1582055,-795.8202358,-513.8621741,0.000130568,0.000129373,0.34602383,1.50E-06
6843,7930,7,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_SDXRSA xYield_TB3MS,0.711535559,0.68629492,0.69,0.542483416,136.9541104,130,-536.1242607,-795.7892669,-513.8282293,0.000130618,0.000129423,0.34615733,1.50E-06
7535,7931,7,Q1 Q3 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_USSLIND,0.711471175,0.686224903,0.69,0.635534805,137.0007477,130,-536.1046218,-795.7713492,-513.8085904,0.000130647,0.000129452,0.34623459,1.50E-06
8172,7932,7,Q3 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.711468761,0.686222277,0.69,0.645050691,137.0024964,130,-536.1038855,-795.7706774,-513.8078541,0.000130648,0.000129453,0.346237487,1.50E-06
7955,7933,7,Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.711462981,0.686215991,0.69,0.492630647,137.0066836,130,-536.1021225,-795.769069,-513.8060912,0.000130651,0.000129456,0.346244423,1.50E-06
7009,7934,7,Q1 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.711448603,0.686200356,0.69,0.494400748,137.0170978,130,-536.0977378,-795.7650685,-513.8017065,0.000130657,0.000129462,0.346261676,1.50E-06
8162,7935,7,Q1 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.711435185,0.686185764,0.69,0.538803967,137.0268176,130,-536.0936457,-795.761335,-513.7976144,0.000130663,0.000129468,0.346277778,1.50E-06
6672,7936,7,Q1 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.711433904,0.686184371,0.69,0.653079802,137.0277456,130,-536.093255,-795.7609785,-513.7972237,0.000130664,0.000129469,0.346279315,1.50E-06
7485,7937,7,Q1 Q3 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_UMCSENT,0.711419926,0.686169169,0.69,0.63676956,137.0378712,130,-536.0889923,-795.7570893,-513.792961,0.00013067,0.000129475,0.346296089,1.50E-06
7808,7938,7,Q1 Q3 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.711416726,0.68616569,0.69,0.634190663,137.0401885,130,-536.0880167,-795.7561992,-513.7919854,0.000130672,0.000129477,0.346299928,1.50E-06
7691,7939,7,Q1 Q3 xYield_CASTHPI xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_USSLIND,0.711398263,0.686145611,0.69,0.614560793,137.0535629,130,-536.0823867,-795.7510625,-513.7863554,0.00013068,0.000129485,0.346322085,1.50E-06
6863,7940,7,Q1 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_UMCSENT,0.711371512,0.686116519,0.69,0.627917678,137.0729404,130,-536.0742302,-795.7436206,-513.7781989,0.000130692,0.000129497,0.346354186,1.50E-06
7219,7941,7,Q4 xYield_CPALTT01USQ657N xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.711343604,0.686086169,0.69,0.094814133,137.0931563,130,-536.0657216,-795.7358574,-513.7696903,0.000130705,0.000129509,0.346387676,1.50E-06
7880,7942,7,Q1 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_TB3MS,0.711302759,0.68604175,0.69,0.643410783,137.1227428,130,-536.0532706,-795.724497,-513.7572393,0.000130723,0.000129528,0.346436689,1.50E-06
8476,7943,7,Q4 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.711285476,0.686022955,0.69,0.64392024,137.1352619,130,-536.0480027,-795.7196905,-513.7519713,0.000130731,0.000129536,0.346457429,1.50E-06
7942,7944,7,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_UMCSENT,0.711249535,0.68598387,0.69,0.5087866,137.1612963,130,-536.0370486,-795.7096957,-513.7410172,0.000130747,0.000129552,0.346500558,1.50E-06
8087,7945,7,Q1 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_USSLIND,0.711248105,0.685982314,0.69,0.59667091,137.1623322,130,-536.0366127,-795.7092981,-513.7405814,0.000130748,0.000129552,0.346502274,1.50E-06
7518,7946,7,Q1 xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.711221116,0.685952964,0.69,0.540952903,137.1818819,130,-536.0283881,-795.7017936,-513.7323567,0.00013076,0.000129564,0.34653466,1.50E-06
9017,7947,7,Q1 Q4 xYield_GS10 xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_UMCSENT,0.711205635,0.685936128,0.69,0.632759783,137.1930964,130,-536.0236704,-795.6974891,-513.7276391,0.000130767,0.000129571,0.346553238,1.50E-06
8458,7948,7,Q1 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_SDXRSA xYield_UMCSENT xYield_USSLIND,0.711195909,0.685925551,0.69,0.318481624,137.2001411,130,-536.020707,-795.6947851,-513.7246757,0.000130772,0.000129576,0.346564909,1.50E-06
7917,7949,7,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_UMCSENT,0.711135334,0.685859676,0.69,0.590234899,137.2440199,130,-536.0022513,-795.6779453,-513.70622,0.000130799,0.000129603,0.346637599,1.50E-06
8408,7950,7,Q1 Q3 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_TB3MS xYield_UMCSENT,0.711131712,0.685855737,0.69,0.626274956,137.2466435,130,-536.0011479,-795.6769385,-513.7051166,0.000130801,0.000129604,0.346641945,1.50E-06
7936,7951,7,Q1 Q4 xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.711117614,0.685840405,0.69,0.505726406,137.2568556,130,-535.9968533,-795.6730198,-513.700822,0.000130807,0.000129611,0.346658863,1.50E-06
7627,7952,7,Q4 xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.711098228,0.685819323,0.69,0.276366946,137.2708982,130,-535.9909481,-795.6676315,-513.6949167,0.000130816,0.00012962,0.346682126,1.50E-06
6620,7953,7,Q1 Q3 xYield_CASTHPI xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.710984227,0.685695347,0.69,0.557593164,137.3534766,130,-535.9562301,-795.6359519,-513.6601987,0.000130868,0.000129671,0.346818927,1.50E-06
6900,11894,8,Q1 Q3 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.713440005,0.684421272,0.68,0.501801963,137.5745922,130,-534.7071643,-795.4730354,-509.9337961,0.000133083,0.000131553,0.351852146,1.53E-06
7414,11895,8,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_USSLIND,0.713317631,0.684286505,0.68,0.555684465,137.6632363,130,-534.6695922,-795.4391378,-509.896224,0.000133139,0.000131609,0.352002403,1.53E-06
7469,11896,8,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.713306393,0.684274129,0.68,0.56378302,137.6713767,130,-534.6661426,-795.4360255,-509.8927745,0.000133145,0.000131614,0.352016201,1.53E-06
7356,11897,8,Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.713290496,0.684256623,0.68,0.402735373,137.6828915,130,-534.6612634,-795.4316234,-509.8878953,0.000133152,0.000131621,0.35203572,1.53E-06
6630,11898,8,Q1 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_POPTHM xYield_USSLIND,0.713231824,0.684192009,0.68,0.544133892,137.7253915,130,-534.643257,-795.4153773,-509.8698889,0.000133179,0.000131648,0.35210776,1.53E-06
7928,11899,8,Q3 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.713195209,0.684151685,0.68,0.62926969,137.7519147,130,-534.6320216,-795.40524,-509.8586534,0.000133196,0.000131665,0.352152718,1.53E-06
7695,11900,8,Q1 Q4 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_UMCSENT,0.713194673,0.684151095,0.68,0.633709188,137.752303,130,-534.6318571,-795.4050917,-509.858489,0.000133197,0.000131665,0.352153377,1.53E-06
7908,11901,8,Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.713180761,0.684135775,0.68,0.285179008,137.7623798,130,-534.6275889,-795.4012406,-509.8542207,0.000133203,0.000131672,0.352170457,1.53E-06
