,mindex,n,predictors,rsquare,adjr,adjrRound,predrsq,cp,cpd,aic,sbic,sbc,msep,fpe,apc,hsp
914,13066,9,Q3 Q4 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.849301651,0.83191338,0.83,0.787773429,41.16090472,32,-589.2619282,-842.9472777,-562.0112232,7.18E-05,7.08E-05,0.189338951,8.26E-07
525,13067,9,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.849274881,0.831883521,0.83,0.766012502,41.18029643,32,-589.246297,-842.9346212,-561.995592,7.18E-05,7.08E-05,0.189372586,8.26E-07
581,13068,9,Q3 Q4 xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.849243103,0.831848076,0.83,0.634277796,41.20331547,32,-589.2277454,-842.9195995,-561.9770405,7.18E-05,7.08E-05,0.189412512,8.26E-07
906,13069,9,Q3 Q4 xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.849108563,0.831698012,0.83,0.761868885,41.30077167,32,-589.1492467,-842.8560301,-561.8985417,7.19E-05,7.09E-05,0.189581549,8.27E-07
690,13070,9,Q3 Q4 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.849067455,0.831652161,0.83,0.806451947,41.33054891,32,-589.1252758,-842.8366158,-561.8745708,7.19E-05,7.09E-05,0.189633198,8.27E-07
610,13071,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.84892939,0.831498166,0.83,0.787650839,41.43055826,32,-589.0448152,-842.7714424,-561.7941102,7.20E-05,7.10E-05,0.189806663,8.28E-07
994,15116,10,Q1 Q3 Q4 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.851541347,0.832261002,0.83,0.797020829,41.5385432,32,-588.5796102,-842.3759661,-558.8515684,7.26E-05,7.14E-05,0.190875411,8.35E-07
1094,15117,10,Q3 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.851414474,0.832117653,0.83,0.761006113,41.63044567,32,-588.5044375,-842.3166743,-558.7763957,7.27E-05,7.14E-05,0.191038533,8.35E-07
627,15118,10,Q3 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.851276319,0.831961556,0.83,0.628135127,41.73052035,32,-588.4226532,-842.2521544,-558.6946114,7.27E-05,7.15E-05,0.191216161,8.36E-07
679,15119,10,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.85078229,0.831403367,0.83,0.804142842,42.08837867,32,-588.13082,-842.0218146,-558.4027782,7.30E-05,7.17E-05,0.191851341,8.39E-07
598,15120,10,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.850744206,0.831360336,0.83,0.790423468,42.11596601,32,-588.1083627,-842.0040821,-558.3803209,7.30E-05,7.17E-05,0.191900307,8.39E-07
825,15121,10,Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.850439157,0.831015671,0.83,0.80037374,42.33693311,32,-587.928692,-841.8621755,-558.2006503,7.31E-05,7.19E-05,0.192292512,8.41E-07
1060,15122,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.850343948,0.830908097,0.83,0.702737933,42.40589915,32,-587.8726901,-841.8179308,-558.1446483,7.32E-05,7.19E-05,0.192414924,8.41E-07
943,15123,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.850239015,0.830789537,0.83,0.735698322,42.48190903,32,-587.8110096,-841.7691924,-558.0829679,7.32E-05,7.20E-05,0.192549837,8.42E-07
668,16059,11,Q3 Q4 xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.852191008,0.830797601,0.83,0.628487344,43.0679501,32,-586.9655469,-841.0363713,-554.7601683,7.42E-05,7.27E-05,0.194485516,8.53E-07
951,6484,7,Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.845652517,0.832147112,0.83,0.807594303,39.80421731,33,-591.156414,-844.3868143,-568.8603826,6.99E-05,6.92E-05,0.18521698,8.04E-07
1130,6485,7,Q3 Q4 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.845498354,0.83197946,0.83,0.813146213,39.91588785,33,-591.068563,-844.3121993,-568.7725317,7.00E-05,6.93E-05,0.185401976,8.04E-07
725,9968,8,Q1 Q3 Q4 xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.847448253,0.831999975,0.83,0.806654388,40.50344497,33,-590.1862415,-843.6679709,-565.4128733,7.08E-05,7.00E-05,0.187310373,8.15E-07
667,9969,8,Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.847278739,0.831813295,0.83,0.803940706,40.62623521,33,-590.0885111,-843.5868727,-565.315143,7.09E-05,7.01E-05,0.18751851,8.15E-07
873,9970,8,Q1 Q3 Q4 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.84723794,0.831768364,0.83,0.802880869,40.65578884,33,-590.0650052,-843.5673648,-565.291637,7.09E-05,7.01E-05,0.187568605,8.16E-07
879,9971,8,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS,0.84710763,0.831624859,0.83,0.762880539,40.75018095,33,-589.989971,-843.505087,-565.2166029,7.10E-05,7.02E-05,0.187728606,8.16E-07
557,9972,8,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_TB3MS,0.846994557,0.831500335,0.83,0.803681075,40.83208722,33,-589.9249139,-843.4510828,-565.1515457,7.11E-05,7.02E-05,0.187867442,8.17E-07
972,9973,8,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_TB3MS,0.846896884,0.831392771,0.83,0.799779061,40.90283866,33,-589.8687556,-843.40446,-565.0953875,7.11E-05,7.03E-05,0.18798737,8.17E-07
635,9974,8,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.846646057,0.831116544,0.83,0.751350805,41.08452943,33,-589.7247042,-843.2848451,-564.9513361,7.12E-05,7.04E-05,0.188295348,8.19E-07
1126,9975,8,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA,0.846301961,0.830737602,0.83,0.806763419,41.33378141,33,-589.5274706,-843.1210157,-564.7541025,7.14E-05,7.06E-05,0.188717846,8.21E-07
1128,13072,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.848736869,0.83128343,0.83,0.792209032,41.57001466,33,-588.9327409,-842.6806422,-561.682036,7.21E-05,7.11E-05,0.19004855,8.29E-07
1008,13073,9,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.848581787,0.831110454,0.83,0.78497578,41.68235081,33,-588.8425656,-842.6075673,-561.5918606,7.21E-05,7.11E-05,0.190243396,8.29E-07
907,13074,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS xYield_USSLIND,0.848491476,0.831009724,0.83,0.701044609,41.74776861,33,-588.7900954,-842.5650406,-561.5393904,7.22E-05,7.12E-05,0.190356863,8.30E-07
837,13075,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.848475336,0.830991721,0.83,0.783548928,41.75945997,33,-588.7807213,-842.5574424,-561.5300164,7.22E-05,7.12E-05,0.190377142,8.30E-07
822,13076,9,Q1 Q3 Q4 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.848418416,0.830928233,0.83,0.796345444,41.80069107,33,-588.7476704,-842.5306517,-561.4969654,7.22E-05,7.12E-05,0.190448657,8.30E-07
985,13077,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.848380208,0.830885617,0.83,0.765067061,41.8283677,33,-588.7254917,-842.5126728,-561.4747867,7.22E-05,7.12E-05,0.190496662,8.31E-07
973,13078,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.848378446,0.830883651,0.83,0.754965709,41.82964405,33,-588.724469,-842.5118437,-561.473764,7.22E-05,7.12E-05,0.190498875,8.31E-07
748,13079,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_TB3MS xYield_UMCSENT,0.848343143,0.830844275,0.83,0.793813359,41.85521664,33,-588.7039816,-842.495235,-561.4532766,7.23E-05,7.12E-05,0.190543231,8.31E-07
521,13080,9,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.8482759,0.830769274,0.83,0.764560455,41.90392471,33,-588.6649724,-842.4636089,-561.4142674,7.23E-05,7.13E-05,0.190627715,8.31E-07
839,13081,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.848155646,0.830635143,0.83,0.538728697,41.99103328,33,-588.5952523,-842.4070776,-561.3445473,7.24E-05,7.13E-05,0.190778804,8.32E-07
878,13082,9,Q3 Q4 xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.84809012,0.830562057,0.83,0.802500131,42.03849774,33,-588.5572858,-842.3762894,-561.3065808,7.24E-05,7.14E-05,0.190861131,8.32E-07
935,13083,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_TB3MS xYield_USSLIND,0.847978174,0.830437194,0.83,0.761863424,42.11958791,33,-588.4924602,-842.3237143,-561.2417553,7.24E-05,7.14E-05,0.191001781,8.33E-07
1462,13084,9,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA,0.847977349,0.830436274,0.83,0.80342877,42.12018565,33,-588.4919825,-842.3233269,-561.2412776,7.24E-05,7.14E-05,0.191002818,8.33E-07
1329,13085,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.847822909,0.830264014,0.83,0.715241528,42.23205654,33,-588.4026289,-842.2508463,-561.1519239,7.25E-05,7.15E-05,0.191196858,8.34E-07
747,13086,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.847596424,0.830011396,0.83,0.745453511,42.3961148,33,-588.2717559,-842.1446606,-561.021051,7.26E-05,7.16E-05,0.191481416,8.35E-07
956,13087,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.847572672,0.829984904,0.83,0.786581259,42.41331986,33,-588.2580423,-842.1335321,-561.0073374,7.26E-05,7.16E-05,0.191511258,8.35E-07
965,13088,9,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.847556654,0.829967037,0.83,0.798072571,42.42492329,33,-588.2487948,-842.1260276,-560.9980899,7.26E-05,7.16E-05,0.191531384,8.35E-07
1385,15124,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.850205998,0.830752231,0.83,0.544087564,42.50582599,33,-587.7916105,-841.753862,-558.0635687,7.33E-05,7.20E-05,0.192592289,8.42E-07
1102,15125,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.85008657,0.830617294,0.83,0.731417203,42.59233525,33,-587.721478,-841.6984328,-557.9934362,7.33E-05,7.21E-05,0.192745838,8.43E-07
645,15126,10,Q3 Q4 xYield_CPALTT01USQ657N xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.850073728,0.830602784,0.83,0.633682141,42.60163758,33,-587.71394,-841.6924745,-557.9858982,7.33E-05,7.21E-05,0.192762349,8.43E-07
927,15127,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.850070677,0.830599336,0.83,0.698873298,42.60384802,33,-587.7121489,-841.6910587,-557.9841071,7.33E-05,7.21E-05,0.192766273,8.43E-07
901,15128,10,Q1 Q3 Q4 xYield_CASTHPI xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.850010065,0.830530853,0.83,0.650873783,42.64775287,33,-587.6765806,-841.6629428,-557.9485389,7.33E-05,7.21E-05,0.192844202,8.43E-07
966,15129,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.849677824,0.830155463,0.83,0.706028378,42.88841761,33,-587.4818681,-841.5089812,-557.7538264,7.35E-05,7.23E-05,0.193271369,8.45E-07
494,15130,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.849370317,0.829808021,0.83,0.553178229,43.11116551,33,-587.3020346,-841.3667158,-557.5739928,7.37E-05,7.24E-05,0.193666735,8.47E-07
580,15131,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.84933477,0.829767857,0.83,0.693076302,43.13691462,33,-587.2812699,-841.3502848,-557.5532282,7.37E-05,7.24E-05,0.193712439,8.47E-07
996,15132,10,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MVLOAS xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.849275008,0.829700333,0.83,0.744777242,43.18020439,33,-587.2463711,-841.3226674,-557.5183294,7.37E-05,7.25E-05,0.193789276,8.47E-07
1101,16060,11,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.851496898,0.830003028,0.83,0.777518814,43.57074034,33,-586.5532669,-840.7190567,-554.3478883,7.46E-05,7.31E-05,0.195398818,8.57E-07
685,6486,7,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS,0.844417499,0.83080403,0.83,0.806550825,40.69882302,34,-590.4550807,-843.7908472,-568.1590494,7.04E-05,6.98E-05,0.186699001,8.10E-07
997,6487,7,Q1 Q3 Q4 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.843814123,0.830147859,0.83,0.80602069,41.13588899,34,-590.1144613,-843.501155,-567.8184299,7.07E-05,7.01E-05,0.187423053,8.13E-07
958,9976,8,Q3 Q4 xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.846013679,0.830420128,0.83,0.808117121,41.54260282,34,-589.3625694,-842.9839951,-564.5892013,7.15E-05,7.07E-05,0.189071811,8.22E-07
922,9977,8,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_TB3MS xYield_UMCSENT,0.845870848,0.830262833,0.83,0.792012913,41.6460649,34,-589.2809823,-842.9161861,-564.5076141,7.16E-05,7.08E-05,0.189247186,8.23E-07
662,9978,8,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_TB3MS,0.845784563,0.83016781,0.83,0.797311826,41.70856697,34,-589.2317316,-842.8752476,-564.4583635,7.16E-05,7.08E-05,0.189353131,8.23E-07
536,9979,8,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_TB3MS xYield_USSLIND,0.845718998,0.830095605,0.83,0.758890838,41.7560607,34,-589.1943257,-842.8441522,-564.4209576,7.17E-05,7.08E-05,0.189433636,8.24E-07
1009,9980,8,Q1 Q3 Q4 xYield_GS10 xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.845684248,0.830057336,0.83,0.799597485,41.78123243,34,-589.174507,-842.8276761,-564.4011388,7.17E-05,7.08E-05,0.189476304,8.24E-07
813,9981,8,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.845666368,0.830037646,0.83,0.791413125,41.79418365,34,-589.1643117,-842.8192,-564.3909436,7.17E-05,7.09E-05,0.189498257,8.24E-07
1091,9982,8,Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.845261107,0.829591346,0.83,0.812454372,42.08774152,34,-588.9335373,-842.6272976,-564.1601692,7.19E-05,7.10E-05,0.189995856,8.26E-07
638,9983,8,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.844949034,0.82924767,0.83,0.75890396,42.31379716,34,-588.7562399,-842.4798068,-563.9828718,7.20E-05,7.12E-05,0.190379035,8.28E-07
946,9984,8,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_TB3MS xYield_UMCSENT,0.844830453,0.829117081,0.83,0.782597334,42.39969285,34,-588.6889647,-842.4238286,-563.9155966,7.21E-05,7.12E-05,0.190524633,8.29E-07
1051,13089,9,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_USSLIND,0.847403663,0.829796393,0.83,0.807172134,42.53574499,34,-588.1605229,-842.0543856,-560.909818,7.27E-05,7.17E-05,0.191723603,8.36E-07
1096,13090,9,Q1 Q3 Q4 xYield_CASTHPI xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.846872251,0.829203665,0.83,0.791958281,42.92068191,34,-587.8545983,-841.8059864,-560.6038934,7.30E-05,7.19E-05,0.192391274,8.39E-07
1079,13091,9,Q1 Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.846756473,0.829074527,0.83,0.78173794,43.00454798,34,-587.7880875,-841.7519597,-560.5373826,7.30E-05,7.20E-05,0.192536739,8.39E-07
842,13092,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.846700765,0.829012392,0.83,0.544278001,43.04490068,34,-587.7561033,-841.7259761,-560.5053984,7.30E-05,7.20E-05,0.192606731,8.40E-07
962,13093,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_MVLOAS xYield_POPTHM xYield_TB3MS xYield_USSLIND,0.846601966,0.828902193,0.83,0.738778615,43.11646736,34,-587.699407,-841.6799121,-560.448702,7.31E-05,7.21E-05,0.192730863,8.40E-07
835,13094,9,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA,0.846521508,0.828812452,0.83,0.784263101,43.17474831,34,-587.6532628,-841.6424172,-560.4025578,7.31E-05,7.21E-05,0.192831951,8.41E-07
821,13095,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.846397065,0.82867365,0.83,0.691411925,43.26489068,34,-587.5819398,-841.5844553,-560.3312349,7.32E-05,7.22E-05,0.192988302,8.41E-07
1087,13096,9,Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT,0.846324898,0.828593156,0.83,0.809099771,43.31716626,34,-587.5406045,-841.5508592,-560.2898995,7.32E-05,7.22E-05,0.193078974,8.42E-07
628,13097,9,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.84619103,0.828443841,0.83,0.743027688,43.41413626,34,-587.4639798,-841.4885729,-560.2132748,7.33E-05,7.23E-05,0.193247168,8.43E-07
1192,13098,9,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.84608147,0.82832164,0.83,0.617942682,43.49349747,34,-587.401319,-841.4376296,-560.150614,7.33E-05,7.23E-05,0.193384819,8.43E-07
1058,15133,10,Q1 Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_USSLIND,0.848767348,0.829126743,0.83,0.803085765,43.54793664,34,-586.9504744,-841.0884084,-557.2224327,7.40E-05,7.27E-05,0.194441982,8.50E-07
952,15134,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_POPTHM xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.848508302,0.828834056,0.83,0.735633847,43.73558067,34,-586.7998687,-840.9691068,-557.0718269,7.41E-05,7.28E-05,0.19477504,8.52E-07
545,15135,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.848371919,0.82867996,0.83,0.628938072,43.83437219,34,-586.7206807,-840.9063599,-556.9926389,7.41E-05,7.29E-05,0.19495039,8.53E-07
1465,15136,10,Q3 Q4 xYield_CASTHPI xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_UMCSENT xYield_USSLIND,0.848335054,0.828638308,0.83,0.62630999,43.86107552,34,-586.6992884,-840.889407,-556.9712466,7.42E-05,7.29E-05,0.194997787,8.53E-07
1248,15137,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA,0.848297978,0.828596417,0.83,0.779517077,43.88793212,34,-586.6777786,-840.8723599,-556.9497368,7.42E-05,7.29E-05,0.195045456,8.53E-07
957,15138,10,Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_GS10 xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS xYield_USSLIND,0.847718314,0.827941472,0.83,0.640608768,44.30782196,34,-586.3421649,-840.6062568,-556.6141232,7.45E-05,7.32E-05,0.195790739,8.56E-07
1072,15139,10,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_SDXRSA xYield_USSLIND,0.847643289,0.827856703,0.83,0.785212652,44.36216785,34,-586.2988202,-840.5718728,-556.5707784,7.45E-05,7.32E-05,0.1958872,8.57E-07
721,16061,11,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MSPNHSUS xYield_MVLOAS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_USSLIND,0.849098496,0.827257489,0.83,0.779885272,45.30806337,34,-585.1433762,-839.6310192,-552.9379976,7.58E-05,7.42E-05,0.19855461,8.71E-07
1032,6488,7,Q1 Q3 Q4 xYield_CASTHPI xYield_CPALTT01USQ657N xYield_MVLOAS xYield_TB3MS,0.842761554,0.82900319,0.83,0.801465157,41.89833512,35,-589.5234005,-842.9980852,-567.2273691,7.12E-05,7.05E-05,0.188686135,8.19E-07
853,6489,7,Q1 Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_SDXRSA xYield_TB3MS,0.842635603,0.828866218,0.83,0.810378738,41.98957002,35,-589.4529389,-842.938081,-567.1569076,7.13E-05,7.06E-05,0.188837277,8.19E-07
739,6490,7,Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_SDXRSA xYield_TB3MS,0.842069468,0.828250547,0.83,0.803957552,42.39965897,35,-589.1369182,-842.6688778,-566.8408868,7.15E-05,7.09E-05,0.189516638,8.22E-07
1138,9985,8,Q3 Q4 xYield_CASTHPI xYield_MSPNHSUS xYield_NYXRSA xYield_POPTHM xYield_SDXRSA xYield_TB3MS,0.844609706,0.82887398,0.83,0.801615452,42.55959496,35,-588.5638631,-842.3197151,-563.790495,7.22E-05,7.13E-05,0.190795678,8.30E-07
1461,9986,8,Q1 Q3 Q4 xYield_CASTHPI xYield_MVLOAS xYield_POPTHM xYield_TB3MS xYield_UMCSENT,0.844590716,0.828853067,0.83,0.804355662,42.57335023,35,-588.5531098,-842.3107647,-563.7797416,7.22E-05,7.13E-05,0.190818994,8.30E-07
